_id,,Area,Item,Year,hg/ha_yield,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp
{'$oid': '65ec3b9adfac9a2248e168e2'},15800,Italy,Potatoes,1997,222609,832,84799.0,8.18
{'$oid': '65ec3b9adfac9a2248e168e3'},15801,Italy,Potatoes,1997,222609,832,84799.0,13.13
{'$oid': '65ec3b9adfac9a2248e168e4'},15802,Italy,"Rice, paddy",1997,61950,832,84799.0,8.18
{'$oid': '65ec3b9adfac9a2248e168e5'},15803,Italy,"Rice, paddy",1997,61950,832,84799.0,13.13
{'$oid': '65ec3b9adfac9a2248e168e6'},15804,Italy,Sorghum,1997,57487,832,84799.0,8.18
{'$oid': '65ec3b9adfac9a2248e168e7'},15805,Italy,Sorghum,1997,57487,832,84799.0,13.13
{'$oid': '65ec3b9adfac9a2248e168e8'},15806,Italy,Soybeans,1997,38018,832,84799.0,8.18
{'$oid': '65ec3b9adfac9a2248e168e9'},15807,Italy,Soybeans,1997,38018,832,84799.0,13.13
{'$oid': '65ec3b9adfac9a2248e168ea'},15808,Italy,Sweet potatoes,1997,199328,832,84799.0,8.18
{'$oid': '65ec3b9adfac9a2248e168eb'},15809,Italy,Sweet potatoes,1997,199328,832,84799.0,13.13
{'$oid': '65ec3b9adfac9a2248e168ec'},15810,Italy,Wheat,1997,28563,832,84799.0,8.18
{'$oid': '65ec3b9adfac9a2248e168ed'},15811,Italy,Wheat,1997,28563,832,84799.0,13.13
{'$oid': '65ec3b9adfac9a2248e168ee'},15812,Italy,Maize,1998,93217,832,84117.0,7.77
{'$oid': '65ec3b9adfac9a2248e168ef'},15813,Italy,Maize,1998,93217,832,84117.0,12.96
{'$oid': '65ec3b9adfac9a2248e168f0'},15814,Italy,Potatoes,1998,243418,832,84117.0,7.77
{'$oid': '65ec3b9adfac9a2248e168f1'},15815,Italy,Potatoes,1998,243418,832,84117.0,12.96
{'$oid': '65ec3b9adfac9a2248e168f2'},15816,Italy,"Rice, paddy",1998,62573,832,84117.0,7.77
{'$oid': '65ec3b9adfac9a2248e168f3'},15817,Italy,"Rice, paddy",1998,62573,832,84117.0,12.96
{'$oid': '65ec3b9adfac9a2248e168f4'},15818,Italy,Sorghum,1998,55463,832,84117.0,7.77
{'$oid': '65ec3b9adfac9a2248e168f5'},15819,Italy,Sorghum,1998,55463,832,84117.0,12.96
{'$oid': '65ec3b9adfac9a2248e168f6'},15820,Italy,Soybeans,1998,35040,832,84117.0,7.77
{'$oid': '65ec3b9adfac9a2248e168f7'},15821,Italy,Soybeans,1998,35040,832,84117.0,12.96
{'$oid': '65ec3b9adfac9a2248e168f8'},15822,Italy,Sweet potatoes,1998,171429,832,84117.0,7.77
{'$oid': '65ec3b9adfac9a2248e168f9'},15823,Italy,Sweet potatoes,1998,171429,832,84117.0,12.96
{'$oid': '65ec3b9adfac9a2248e168fa'},15824,Italy,Wheat,1998,35818,832,84117.0,7.77
{'$oid': '65ec3b9adfac9a2248e168fb'},15825,Italy,Wheat,1998,35818,832,84117.0,12.96
{'$oid': '65ec3b9adfac9a2248e168fc'},15826,Italy,Maize,1999,97444,832,81583.0,7.64
{'$oid': '65ec3b9adfac9a2248e168fd'},15827,Italy,Maize,1999,97444,832,81583.0,12.95
{'$oid': '65ec3b9adfac9a2248e168fe'},15828,Italy,Potatoes,1999,241843,832,81583.0,7.64
{'$oid': '65ec3b9adfac9a2248e168ff'},15829,Italy,Potatoes,1999,241843,832,81583.0,12.95
{'$oid': '65ec3b9adfac9a2248e16900'},15830,Italy,"Rice, paddy",1999,64635,832,81583.0,7.64
{'$oid': '65ec3b9adfac9a2248e16901'},15831,Italy,"Rice, paddy",1999,64635,832,81583.0,12.95
{'$oid': '65ec3b9adfac9a2248e16902'},15832,Italy,Sorghum,1999,64309,832,81583.0,7.64
{'$oid': '65ec3b9adfac9a2248e16903'},15833,Italy,Sorghum,1999,64309,832,81583.0,12.95
{'$oid': '65ec3b9adfac9a2248e16904'},15834,Italy,Soybeans,1999,35329,832,81583.0,7.64
{'$oid': '65ec3b9adfac9a2248e16905'},15835,Italy,Soybeans,1999,35329,832,81583.0,12.95
{'$oid': '65ec3b9adfac9a2248e16906'},15836,Italy,Sweet potatoes,1999,80243,832,81583.0,7.64
{'$oid': '65ec3b9adfac9a2248e16907'},15837,Italy,Sweet potatoes,1999,80243,832,81583.0,12.95
{'$oid': '65ec3b9adfac9a2248e16908'},15838,Italy,Wheat,1999,32434,832,81583.0,7.64
{'$oid': '65ec3b9adfac9a2248e16909'},15839,Italy,Wheat,1999,32434,832,81583.0,12.95
{'$oid': '65ec3b9adfac9a2248e1690a'},15840,Italy,Maize,2000,95277,832,79447.0,8.13
{'$oid': '65ec3b9adfac9a2248e1690b'},15841,Italy,Maize,2000,95277,832,79447.0,13.42
{'$oid': '65ec3b9adfac9a2248e1690c'},15842,Italy,Potatoes,2000,250695,832,79447.0,8.13
{'$oid': '65ec3b9adfac9a2248e1690d'},15843,Italy,Potatoes,2000,250695,832,79447.0,13.42
{'$oid': '65ec3b9adfac9a2248e1690e'},15844,Italy,"Rice, paddy",2000,55810,832,79447.0,8.13
{'$oid': '65ec3b9adfac9a2248e1690f'},15845,Italy,"Rice, paddy",2000,55810,832,79447.0,13.42
{'$oid': '65ec3b9adfac9a2248e16910'},15846,Italy,Sorghum,2000,63445,832,79447.0,8.13
{'$oid': '65ec3b9adfac9a2248e16911'},15847,Italy,Sorghum,2000,63445,832,79447.0,13.42
{'$oid': '65ec3b9adfac9a2248e16912'},15848,Italy,Soybeans,2000,35761,832,79447.0,8.13
{'$oid': '65ec3b9adfac9a2248e16913'},15849,Italy,Soybeans,2000,35761,832,79447.0,13.42
{'$oid': '65ec3b9adfac9a2248e16914'},15850,Italy,Sweet potatoes,2000,114353,832,79447.0,8.13
{'$oid': '65ec3b9adfac9a2248e16915'},15851,Italy,Sweet potatoes,2000,114353,832,79447.0,13.42
{'$oid': '65ec3b9adfac9a2248e16916'},15852,Italy,Wheat,2000,32133,832,79447.0,8.13
{'$oid': '65ec3b9adfac9a2248e16917'},15853,Italy,Wheat,2000,32133,832,79447.0,13.42
{'$oid': '65ec3b9adfac9a2248e16918'},15854,Italy,Maize,2001,95135,832,75978.0,7.83
{'$oid': '65ec3b9adfac9a2248e16919'},15855,Italy,Maize,2001,95135,832,75978.0,13.23
{'$oid': '65ec3b9adfac9a2248e1691a'},15856,Italy,Potatoes,2001,250910,832,75978.0,7.83
{'$oid': '65ec3b9adfac9a2248e1691b'},15857,Italy,Potatoes,2001,250910,832,75978.0,13.23
{'$oid': '65ec3b9adfac9a2248e1691c'},15858,Italy,"Rice, paddy",2001,58494,832,75978.0,7.83
{'$oid': '65ec3b9adfac9a2248e1691d'},15859,Italy,"Rice, paddy",2001,58494,832,75978.0,13.23
{'$oid': '65ec3b9adfac9a2248e1691e'},15860,Italy,Sorghum,2001,62045,832,75978.0,7.83
{'$oid': '65ec3b9adfac9a2248e1691f'},15861,Italy,Sorghum,2001,62045,832,75978.0,13.23
{'$oid': '65ec3b9adfac9a2248e16920'},15862,Italy,Soybeans,2001,38122,832,75978.0,7.83
{'$oid': '65ec3b9adfac9a2248e16921'},15863,Italy,Soybeans,2001,38122,832,75978.0,13.23
{'$oid': '65ec3b9adfac9a2248e16922'},15864,Italy,Sweet potatoes,2001,115008,832,75978.0,7.83
{'$oid': '65ec3b9adfac9a2248e16923'},15865,Italy,Sweet potatoes,2001,115008,832,75978.0,13.23
{'$oid': '65ec3b9adfac9a2248e16924'},15866,Italy,Wheat,2001,28013,832,75978.0,7.83
{'$oid': '65ec3b9adfac9a2248e16925'},15867,Italy,Wheat,2001,28013,832,75978.0,13.23
{'$oid': '65ec3b9adfac9a2248e16926'},15868,Italy,Maize,2002,94918,832,94211.0,8.15
{'$oid': '65ec3b9adfac9a2248e16927'},15869,Italy,Maize,2002,94918,832,94211.0,13.14
{'$oid': '65ec3b9adfac9a2248e16928'},15870,Italy,Potatoes,2002,240997,832,94211.0,8.15
{'$oid': '65ec3b9adfac9a2248e16929'},15871,Italy,Potatoes,2002,240997,832,94211.0,13.14
{'$oid': '65ec3b9adfac9a2248e1692a'},15872,Italy,"Rice, paddy",2002,62700,832,94211.0,8.15
{'$oid': '65ec3b9adfac9a2248e1692b'},15873,Italy,"Rice, paddy",2002,62700,832,94211.0,13.14
{'$oid': '65ec3b9adfac9a2248e1692c'},15874,Italy,Sorghum,2002,63110,832,94211.0,8.15
{'$oid': '65ec3b9adfac9a2248e1692d'},15875,Italy,Sorghum,2002,63110,832,94211.0,13.14
{'$oid': '65ec3b9adfac9a2248e1692e'},15876,Italy,Soybeans,2002,38613,832,94211.0,8.15
{'$oid': '65ec3b9adfac9a2248e1692f'},15877,Italy,Soybeans,2002,38613,832,94211.0,13.14
{'$oid': '65ec3b9adfac9a2248e16930'},15878,Italy,Sweet potatoes,2002,113661,832,94211.0,8.15
{'$oid': '65ec3b9adfac9a2248e16931'},15879,Italy,Sweet potatoes,2002,113661,832,94211.0,13.14
{'$oid': '65ec3b9adfac9a2248e16932'},15880,Italy,Wheat,2002,31247,832,94211.0,8.15
{'$oid': '65ec3b9adfac9a2248e16933'},15881,Italy,Wheat,2002,31247,832,94211.0,13.14
{'$oid': '65ec3b9adfac9a2248e16934'},15882,Italy,Maize,2004,94975,832,83810.0,7.74
{'$oid': '65ec3b9adfac9a2248e16935'},15883,Italy,Maize,2004,94975,832,83810.0,12.75
{'$oid': '65ec3b9adfac9a2248e16936'},15884,Italy,Potatoes,2004,251485,832,83810.0,7.74
{'$oid': '65ec3b9adfac9a2248e16937'},15885,Italy,Potatoes,2004,251485,832,83810.0,12.75
{'$oid': '65ec3b9adfac9a2248e16938'},15886,Italy,"Rice, paddy",2004,66317,832,83810.0,7.74
{'$oid': '65ec3b9adfac9a2248e16939'},15887,Italy,"Rice, paddy",2004,66317,832,83810.0,12.75
{'$oid': '65ec3b9adfac9a2248e1693a'},15888,Italy,Sorghum,2004,62847,832,83810.0,7.74
{'$oid': '65ec3b9adfac9a2248e1693b'},15889,Italy,Sorghum,2004,62847,832,83810.0,12.75
{'$oid': '65ec3b9adfac9a2248e1693c'},15890,Italy,Soybeans,2004,34458,832,83810.0,7.74
{'$oid': '65ec3b9adfac9a2248e1693d'},15891,Italy,Soybeans,2004,34458,832,83810.0,12.75
{'$oid': '65ec3b9adfac9a2248e1693e'},15892,Italy,Sweet potatoes,2004,159900,832,83810.0,7.74
{'$oid': '65ec3b9adfac9a2248e1693f'},15893,Italy,Sweet potatoes,2004,159900,832,83810.0,12.75
{'$oid': '65ec3b9adfac9a2248e16940'},15894,Italy,Wheat,2004,36698,832,83810.0,7.74
{'$oid': '65ec3b9adfac9a2248e16941'},15895,Italy,Wheat,2004,36698,832,83810.0,12.75
{'$oid': '65ec3b9adfac9a2248e16942'},15896,Italy,Maize,2005,93678,832,84647.0,7.33
{'$oid': '65ec3b9adfac9a2248e16943'},15897,Italy,Maize,2005,93678,832,84647.0,12.16
{'$oid': '65ec3b9adfac9a2248e16944'},15898,Italy,Potatoes,2005,250819,832,84647.0,7.33
{'$oid': '65ec3b9adfac9a2248e16945'},15899,Italy,Potatoes,2005,250819,832,84647.0,12.16
{'$oid': '65ec3b9adfac9a2248e16946'},15900,Italy,"Rice, paddy",2005,63074,832,84647.0,7.33
{'$oid': '65ec3b9adfac9a2248e16947'},15901,Italy,"Rice, paddy",2005,63074,832,84647.0,12.16
{'$oid': '65ec3b9adfac9a2248e16948'},15902,Italy,Sorghum,2005,58558,832,84647.0,7.33
{'$oid': '65ec3b9adfac9a2248e16949'},15903,Italy,Sorghum,2005,58558,832,84647.0,12.16
{'$oid': '65ec3b9adfac9a2248e1694a'},15904,Italy,Soybeans,2005,36303,832,84647.0,7.33
{'$oid': '65ec3b9adfac9a2248e1694b'},15905,Italy,Soybeans,2005,36303,832,84647.0,12.16
{'$oid': '65ec3b9adfac9a2248e1694c'},15906,Italy,Sweet potatoes,2005,141516,832,84647.0,7.33
{'$oid': '65ec3b9adfac9a2248e1694d'},15907,Italy,Sweet potatoes,2005,141516,832,84647.0,12.16
{'$oid': '65ec3b9adfac9a2248e1694e'},15908,Italy,Wheat,2005,36352,832,84647.0,7.33
{'$oid': '65ec3b9adfac9a2248e1694f'},15909,Italy,Wheat,2005,36352,832,84647.0,12.16
{'$oid': '65ec3b9adfac9a2248e16950'},15910,Italy,Maize,2006,87285,832,74349.0,8.15
{'$oid': '65ec3b9adfac9a2248e16951'},15911,Italy,Maize,2006,87285,832,74349.0,12.87
{'$oid': '65ec3b9adfac9a2248e16952'},15912,Italy,Potatoes,2006,246070,832,74349.0,8.15
{'$oid': '65ec3b9adfac9a2248e16953'},15913,Italy,Potatoes,2006,246070,832,74349.0,12.87
{'$oid': '65ec3b9adfac9a2248e16954'},15914,Italy,"Rice, paddy",2006,62772,832,74349.0,8.15
{'$oid': '65ec3b9adfac9a2248e16955'},15915,Italy,"Rice, paddy",2006,62772,832,74349.0,12.87
{'$oid': '65ec3b9adfac9a2248e16956'},15916,Italy,Sorghum,2006,57296,832,74349.0,8.15
{'$oid': '65ec3b9adfac9a2248e16957'},15917,Italy,Sorghum,2006,57296,832,74349.0,12.87
{'$oid': '65ec3b9adfac9a2248e16958'},15918,Italy,Soybeans,2006,30987,832,74349.0,8.15
{'$oid': '65ec3b9adfac9a2248e16959'},15919,Italy,Soybeans,2006,30987,832,74349.0,12.87
{'$oid': '65ec3b9adfac9a2248e1695a'},15920,Italy,Sweet potatoes,2006,144453,832,74349.0,8.15
{'$oid': '65ec3b9adfac9a2248e1695b'},15921,Italy,Sweet potatoes,2006,144453,832,74349.0,12.87
{'$oid': '65ec3b9adfac9a2248e1695c'},15922,Italy,Wheat,2006,37295,832,74349.0,8.15
{'$oid': '65ec3b9adfac9a2248e1695d'},15923,Italy,Wheat,2006,37295,832,74349.0,12.87
{'$oid': '65ec3b9adfac9a2248e1695e'},15924,Italy,Maize,2007,93120,832,80454.0,8.4
{'$oid': '65ec3b9adfac9a2248e1695f'},15925,Italy,Maize,2007,93120,832,80454.0,13.32
{'$oid': '65ec3b9adfac9a2248e16960'},15926,Italy,Potatoes,2007,256304,832,80454.0,8.4
{'$oid': '65ec3b9adfac9a2248e16961'},15927,Italy,Potatoes,2007,256304,832,80454.0,13.32
{'$oid': '65ec3b9adfac9a2248e16962'},15928,Italy,"Rice, paddy",2007,66240,832,80454.0,8.4
{'$oid': '65ec3b9adfac9a2248e16963'},15929,Italy,"Rice, paddy",2007,66240,832,80454.0,13.32
{'$oid': '65ec3b9adfac9a2248e16964'},15930,Italy,Sorghum,2007,56759,832,80454.0,8.4
{'$oid': '65ec3b9adfac9a2248e16965'},15931,Italy,Sorghum,2007,56759,832,80454.0,13.32
{'$oid': '65ec3b9adfac9a2248e16966'},15932,Italy,Soybeans,2007,31342,832,80454.0,8.4
{'$oid': '65ec3b9adfac9a2248e16967'},15933,Italy,Soybeans,2007,31342,832,80454.0,13.32
{'$oid': '65ec3b9adfac9a2248e16968'},15934,Italy,Sweet potatoes,2007,185605,832,80454.0,8.4
{'$oid': '65ec3b9adfac9a2248e16969'},15935,Italy,Sweet potatoes,2007,185605,832,80454.0,13.32
{'$oid': '65ec3b9adfac9a2248e1696a'},15936,Italy,Wheat,2007,34137,832,80454.0,8.4
{'$oid': '65ec3b9adfac9a2248e1696b'},15937,Italy,Wheat,2007,34137,832,80454.0,13.32
{'$oid': '65ec3b9adfac9a2248e1696c'},15938,Italy,Maize,2008,95726,832,79643.0,7.91
{'$oid': '65ec3b9adfac9a2248e1696d'},15939,Italy,Maize,2008,95726,832,79643.0,13.01
{'$oid': '65ec3b9adfac9a2248e1696e'},15940,Italy,Potatoes,2008,227242,832,79643.0,7.91
{'$oid': '65ec3b9adfac9a2248e1696f'},15941,Italy,Potatoes,2008,227242,832,79643.0,13.01
{'$oid': '65ec3b9adfac9a2248e16970'},15942,Italy,"Rice, paddy",2008,61949,832,79643.0,7.91
{'$oid': '65ec3b9adfac9a2248e16971'},15943,Italy,"Rice, paddy",2008,61949,832,79643.0,13.01
{'$oid': '65ec3b9adfac9a2248e16972'},15944,Italy,Sorghum,2008,57960,832,79643.0,7.91
{'$oid': '65ec3b9adfac9a2248e16973'},15945,Italy,Sorghum,2008,57960,832,79643.0,13.01
{'$oid': '65ec3b9adfac9a2248e16974'},15946,Italy,Soybeans,2008,32121,832,79643.0,7.91
{'$oid': '65ec3b9adfac9a2248e16975'},15947,Italy,Soybeans,2008,32121,832,79643.0,13.01
{'$oid': '65ec3b9adfac9a2248e16976'},15948,Italy,Sweet potatoes,2008,200936,832,79643.0,7.91
{'$oid': '65ec3b9adfac9a2248e16977'},15949,Italy,Sweet potatoes,2008,200936,832,79643.0,13.01
{'$oid': '65ec3b9adfac9a2248e16978'},15950,Italy,Wheat,2008,38689,832,79643.0,7.91
{'$oid': '65ec3b9adfac9a2248e16979'},15951,Italy,Wheat,2008,38689,832,79643.0,13.01
{'$oid': '65ec3b9adfac9a2248e1697a'},15952,Italy,Maize,2009,86048,832,74172.0,8.11
{'$oid': '65ec3b9adfac9a2248e1697b'},15953,Italy,Maize,2009,86048,832,74172.0,13.28
{'$oid': '65ec3b9adfac9a2248e1697c'},15954,Italy,Potatoes,2009,248352,832,74172.0,8.11
{'$oid': '65ec3b9adfac9a2248e1697d'},15955,Italy,Potatoes,2009,248352,832,74172.0,13.28
{'$oid': '65ec3b9adfac9a2248e1697e'},15956,Italy,"Rice, paddy",2009,67941,832,74172.0,8.11
{'$oid': '65ec3b9adfac9a2248e1697f'},15957,Italy,"Rice, paddy",2009,67941,832,74172.0,13.28
{'$oid': '65ec3b9adfac9a2248e16980'},15958,Italy,Sorghum,2009,61003,832,74172.0,8.11
{'$oid': '65ec3b9adfac9a2248e16981'},15959,Italy,Sorghum,2009,61003,832,74172.0,13.28
{'$oid': '65ec3b9adfac9a2248e16982'},15960,Italy,Soybeans,2009,34759,832,74172.0,8.11
{'$oid': '65ec3b9adfac9a2248e16983'},15961,Italy,Soybeans,2009,34759,832,74172.0,13.28
{'$oid': '65ec3b9adfac9a2248e16984'},15962,Italy,Sweet potatoes,2009,177016,832,74172.0,8.11
{'$oid': '65ec3b9adfac9a2248e16985'},15963,Italy,Sweet potatoes,2009,177016,832,74172.0,13.28
{'$oid': '65ec3b9adfac9a2248e16986'},15964,Italy,Wheat,2009,35859,832,74172.0,8.11
{'$oid': '65ec3b9adfac9a2248e16987'},15965,Italy,Wheat,2009,35859,832,74172.0,13.28
{'$oid': '65ec3b9adfac9a2248e16988'},15966,Italy,Maize,2010,91672,832,71613.0,7.05
{'$oid': '65ec3b9adfac9a2248e16989'},15967,Italy,Maize,2010,91672,832,71613.0,12.63
{'$oid': '65ec3b9adfac9a2248e1698a'},15968,Italy,Potatoes,2010,249684,832,71613.0,7.05
{'$oid': '65ec3b9adfac9a2248e1698b'},15969,Italy,Potatoes,2010,249684,832,71613.0,12.63
{'$oid': '65ec3b9adfac9a2248e1698c'},15970,Italy,"Rice, paddy",2010,61219,832,71613.0,7.05
{'$oid': '65ec3b9adfac9a2248e1698d'},15971,Italy,"Rice, paddy",2010,61219,832,71613.0,12.63
{'$oid': '65ec3b9adfac9a2248e1698e'},15972,Italy,Sorghum,2010,66683,832,71613.0,7.05
{'$oid': '65ec3b9adfac9a2248e1698f'},15973,Italy,Sorghum,2010,66683,832,71613.0,12.63
{'$oid': '65ec3b9adfac9a2248e16990'},15974,Italy,Soybeans,2010,34639,832,71613.0,7.05
{'$oid': '65ec3b9adfac9a2248e16991'},15975,Italy,Soybeans,2010,34639,832,71613.0,12.63
{'$oid': '65ec3b9adfac9a2248e16992'},15976,Italy,Sweet potatoes,2010,189956,832,71613.0,7.05
{'$oid': '65ec3b9adfac9a2248e16993'},15977,Italy,Sweet potatoes,2010,189956,832,71613.0,12.63
{'$oid': '65ec3b9adfac9a2248e16994'},15978,Italy,Wheat,2010,37421,832,71613.0,7.05
{'$oid': '65ec3b9adfac9a2248e16995'},15979,Italy,Wheat,2010,37421,832,71613.0,12.63
{'$oid': '65ec3b9adfac9a2248e16996'},15980,Italy,Maize,2011,98033,832,70690.0,8.68
{'$oid': '65ec3b9adfac9a2248e16997'},15981,Italy,Maize,2011,98033,832,70690.0,13.46
{'$oid': '65ec3b9adfac9a2248e16998'},15982,Italy,Potatoes,2011,249158,832,70690.0,8.68
{'$oid': '65ec3b9adfac9a2248e16999'},15983,Italy,Potatoes,2011,249158,832,70690.0,13.46
{'$oid': '65ec3b9adfac9a2248e1699a'},15984,Italy,"Rice, paddy",2011,60452,832,70690.0,8.68
{'$oid': '65ec3b9adfac9a2248e1699b'},15985,Italy,"Rice, paddy",2011,60452,832,70690.0,13.46
{'$oid': '65ec3b9adfac9a2248e1699c'},15986,Italy,Sorghum,2011,70972,832,70690.0,8.68
{'$oid': '65ec3b9adfac9a2248e1699d'},15987,Italy,Sorghum,2011,70972,832,70690.0,13.46
{'$oid': '65ec3b9adfac9a2248e1699e'},15988,Italy,Soybeans,2011,34024,832,70690.0,8.68
{'$oid': '65ec3b9adfac9a2248e1699f'},15989,Italy,Soybeans,2011,34024,832,70690.0,13.46
{'$oid': '65ec3b9adfac9a2248e169a0'},15990,Italy,Sweet potatoes,2011,207114,832,70690.0,8.68
{'$oid': '65ec3b9adfac9a2248e169a1'},15991,Italy,Sweet potatoes,2011,207114,832,70690.0,13.46
{'$oid': '65ec3b9adfac9a2248e169a2'},15992,Italy,Wheat,2011,38335,832,70690.0,8.68
{'$oid': '65ec3b9adfac9a2248e169a3'},15993,Italy,Wheat,2011,38335,832,70690.0,13.46
{'$oid': '65ec3b9adfac9a2248e169a4'},15994,Italy,Maize,2012,80325,832,61889.0,8.05
{'$oid': '65ec3b9adfac9a2248e169a5'},15995,Italy,Maize,2012,80325,832,61889.0,13.45
{'$oid': '65ec3b9adfac9a2248e169a6'},15996,Italy,Potatoes,2012,254511,832,61889.0,8.05
{'$oid': '65ec3b9adfac9a2248e169a7'},15997,Italy,Potatoes,2012,254511,832,61889.0,13.45
{'$oid': '65ec3b9adfac9a2248e169a8'},15998,Italy,"Rice, paddy",2012,68133,832,61889.0,8.05
{'$oid': '65ec3b9adfac9a2248e169a9'},15999,Italy,"Rice, paddy",2012,68133,832,61889.0,13.45
{'$oid': '65ec3b9adfac9a2248e169aa'},16000,Italy,Sorghum,2012,41979,832,61889.0,8.05
{'$oid': '65ec3b9adfac9a2248e169ab'},16001,Italy,Sorghum,2012,41979,832,61889.0,13.45
{'$oid': '65ec3b9adfac9a2248e169ac'},16002,Italy,Soybeans,2012,27591,832,61889.0,8.05
{'$oid': '65ec3b9adfac9a2248e169ad'},16003,Italy,Soybeans,2012,27591,832,61889.0,13.45
{'$oid': '65ec3b9adfac9a2248e169ae'},16004,Italy,Sweet potatoes,2012,195236,832,61889.0,8.05
{'$oid': '65ec3b9adfac9a2248e169af'},16005,Italy,Sweet potatoes,2012,195236,832,61889.0,13.45
{'$oid': '65ec3b9adfac9a2248e169b0'},16006,Italy,Wheat,2012,41293,832,61889.0,8.05
{'$oid': '65ec3b9adfac9a2248e169b1'},16007,Italy,Wheat,2012,41293,832,61889.0,13.45
{'$oid': '65ec3b9adfac9a2248e169b2'},16008,Italy,Maize,2013,86989,832,55633.0,8.04
{'$oid': '65ec3b9adfac9a2248e169b3'},16009,Italy,Maize,2013,86989,832,55633.0,13.6
{'$oid': '65ec3b9adfac9a2248e169b4'},16010,Italy,Potatoes,2013,252483,832,55633.0,8.04
{'$oid': '65ec3b9adfac9a2248e169b5'},16011,Italy,Potatoes,2013,252483,832,55633.0,13.6
{'$oid': '65ec3b9adfac9a2248e169b6'},16012,Italy,"Rice, paddy",2013,66342,832,55633.0,8.04
{'$oid': '65ec3b9adfac9a2248e169b7'},16013,Italy,"Rice, paddy",2013,66342,832,55633.0,13.6
{'$oid': '65ec3b9adfac9a2248e169b8'},16014,Italy,Sorghum,2013,62061,832,55633.0,8.04
{'$oid': '65ec3b9adfac9a2248e169b9'},16015,Italy,Sorghum,2013,62061,832,55633.0,13.6
{'$oid': '65ec3b9adfac9a2248e169ba'},16016,Italy,Soybeans,2013,33906,832,55633.0,8.04
{'$oid': '65ec3b9adfac9a2248e169bb'},16017,Italy,Soybeans,2013,33906,832,55633.0,13.6
{'$oid': '65ec3b9adfac9a2248e169bc'},16018,Italy,Sweet potatoes,2013,227753,832,55633.0,8.04
{'$oid': '65ec3b9adfac9a2248e169bd'},16019,Italy,Sweet potatoes,2013,227753,832,55633.0,13.6
{'$oid': '65ec3b9adfac9a2248e169be'},16020,Italy,Wheat,2013,38441,832,55633.0,8.04
{'$oid': '65ec3b9adfac9a2248e169bf'},16021,Italy,Wheat,2013,38441,832,55633.0,13.6
{'$oid': '65ec3b9adfac9a2248e169c0'},16022,Jamaica,Cassava,1990,119102,2051,1415.65,27.28
{'$oid': '65ec3b9adfac9a2248e169c1'},16023,Jamaica,Maize,1990,10588,2051,1415.65,27.28
{'$oid': '65ec3b9adfac9a2248e169c2'},16024,Jamaica,Plantains and others,1990,138727,2051,1415.65,27.28
{'$oid': '65ec3b9adfac9a2248e169c3'},16025,Jamaica,Potatoes,1990,122818,2051,1415.65,27.28
{'$oid': '65ec3b9adfac9a2248e169c4'},16026,Jamaica,"Rice, paddy",1990,23656,2051,1415.65,27.28
{'$oid': '65ec3b9adfac9a2248e169c5'},16027,Jamaica,Sweet potatoes,1990,112543,2051,1415.65,27.28
{'$oid': '65ec3b9adfac9a2248e169c6'},16028,Jamaica,Yams,1990,130749,2051,1415.65,27.28
{'$oid': '65ec3b9adfac9a2248e169c7'},16029,Jamaica,Cassava,1991,120268,2051,1415.65,27.24
{'$oid': '65ec3b9adfac9a2248e169c8'},16030,Jamaica,Maize,1991,11667,2051,1415.65,27.24
{'$oid': '65ec3b9adfac9a2248e169c9'},16031,Jamaica,Plantains and others,1991,135699,2051,1415.65,27.24
{'$oid': '65ec3b9adfac9a2248e169ca'},16032,Jamaica,Potatoes,1991,91380,2051,1415.65,27.24
{'$oid': '65ec3b9adfac9a2248e169cb'},16033,Jamaica,"Rice, paddy",1991,27019,2051,1415.65,27.24
{'$oid': '65ec3b9adfac9a2248e169cc'},16034,Jamaica,Sweet potatoes,1991,108643,2051,1415.65,27.24
{'$oid': '65ec3b9adfac9a2248e169cd'},16035,Jamaica,Yams,1991,133724,2051,1415.65,27.24
{'$oid': '65ec3b9adfac9a2248e169ce'},16036,Jamaica,Cassava,1992,151186,2051,1415.65,27.25
{'$oid': '65ec3b9adfac9a2248e169cf'},16037,Jamaica,Maize,1992,14225,2051,1415.65,27.25
{'$oid': '65ec3b9adfac9a2248e169d0'},16038,Jamaica,Plantains and others,1992,155229,2051,1415.65,27.25
{'$oid': '65ec3b9adfac9a2248e169d1'},16039,Jamaica,Potatoes,1992,111138,2051,1415.65,27.25
{'$oid': '65ec3b9adfac9a2248e169d2'},16040,Jamaica,"Rice, paddy",1992,23981,2051,1415.65,27.25
{'$oid': '65ec3b9adfac9a2248e169d3'},16041,Jamaica,Sweet potatoes,1992,134109,2051,1415.65,27.25
{'$oid': '65ec3b9adfac9a2248e169d4'},16042,Jamaica,Yams,1992,153341,2051,1415.65,27.25
{'$oid': '65ec3b9adfac9a2248e169d5'},16043,Jamaica,Cassava,1993,186649,2051,1415.65,27.02
{'$oid': '65ec3b9adfac9a2248e169d6'},16044,Jamaica,Maize,1993,15115,2051,1415.65,27.02
{'$oid': '65ec3b9adfac9a2248e169d7'},16045,Jamaica,Plantains and others,1993,171181,2051,1415.65,27.02
{'$oid': '65ec3b9adfac9a2248e169d8'},16046,Jamaica,Potatoes,1993,119399,2051,1415.65,27.02
